track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,0,release_year
2iUXsYOEPhVqEBwsqP70rE,Youngblood,5 Seconds of Summer,84.0,2D0Hi3Jj6RFnpWDcSa0Otu,Youngblood (Deluxe),2018-06-15,Dr. Q's Prescription Playlist💊,6jAPdgY9XmxC9cgkXAVmVv,pop,post-teen pop,0.596,0.854,7.0,-5.114,0.0,0.463,0.0169,0.0,0.124,0.152,120.274,203418.0,,2018.0
7dt6x5M1jzdTEt8oCbisTK,Better Now,Post Malone,87.0,6trNtQUgC8cgbWcqoMYkOR,beerbongs & bentleys,2018-04-27,Someone You Loved Lewis Capaldi (Pop Music Mix),6IErGHjBfhey8URq0mFnPi,pop,post-teen pop,0.68,0.578,10.0,-5.804,1.0,0.04,0.331,0.0,0.135,0.341,145.038,231267.0,,2018.0
0Ryd8975WihbObpp5cPW1t,boyfriend (with Social House),Ariana Grande,84.0,3zVB99XMdbP9HTVNg0GJwV,boyfriend,2019-08-02,post teen pop,3kvwJXPULhSUalL6ykJbn5,pop,post-teen pop,0.4,0.795,10.0,-3.731,0.0,0.461,0.119,0.0,0.159,0.702,190.097,186107.0,,2019.0
322tcqPhma7F6hfCeLisx0,"fuck, i'm lonely (with Anne-Marie) - from “13 Reasons Why: Season 3”",Lauv,84.0,60sI3iRfHfu7YpcTpZ29W1,"fuck, i'm lonely (with Anne-Marie) (from “13 Reasons Why: Season 3”)",2019-08-02,Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop,46Cl6dmeiylK6TRGXr7hHe,pop,post-teen pop,0.806,0.558,9.0,-6.46,1.0,0.0683,0.482,0.0,0.0618,0.678,95.016,198973.0,,2019.0
7aiClxsDWFRQ0Kzk5KI5ku,hot girl bummer,blackbear,94.0,37CqAwxTungNxKpIK5vSgE,hot girl bummer,2019-08-23,Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop,46Cl6dmeiylK6TRGXr7hHe,pop,post-teen pop,0.778,0.559,6.0,-7.109,0.0,0.0776,0.128,0.0,0.399,0.678,129.989,185093.0,,2019.0
2t8yVaLvJ0RenpXUIAC52d,a lot,21 Savage,81.0,007DWn799UWvfY1wwZeENR,i am > i was,2018-12-21,Someone You Loved Lewis Capaldi (Pop Music Mix),6IErGHjBfhey8URq0mFnPi,pop,post-teen pop,0.837,0.636,1.0,-7.643,1.0,0.086,0.0395,0.00125,0.342,0.274,145.972,288624.0,,2018.0
6ocbgoVGwYJhOv1GgI9NsF,7 rings,Ariana Grande,90.0,2fYhqwDWXjbpjaIJPEfKFw,"thank u, next",2019-02-08,Intro to Post-Teen Pop,6o6MNYZqHSkMAKcCHPNu7K,pop,post-teen pop,0.778,0.317,1.0,-10.732,0.0,0.334,0.592,0.0,0.0881,0.327,140.048,178627.0,,2019.0
1HNkqx9Ahdgi1Ixy2xkKkL,Photograph,Ed Sheeran,84.0,1xn54DMo2qIqBuMqHtUsFd,x (Deluxe Edition),2014-06-21,Post pop teen,222nc9tKxKhfZ2GBrOpwH3,pop,post-teen pop,0.614,0.379,4.0,-10.48,1.0,0.0476,0.607,0.000464,0.0986,0.201,107.989,258987.0,,2014.0
3GRSqlALWISqLeNncZMbpX,Mean It,Lauv,85.0,4aoWQU2gSUjl4AZeCPSo1b,~how i'm feeling~,2019-11-14,a taste of the mainstream,4gbXqmZDUFHqlaYjf4uVyS,pop,post-teen pop,0.746,0.45,7.0,-8.543,1.0,0.0872,0.0407,0.0,0.172,0.336,95.998,232853.0,,2019.0
1awcbkmzafwSmo0cgyMFio,Let It Go - English Version,Idina Menzel,2.0,45XvVcVhg3KCd5FTejzR1Z,Let It Go The Complete Set (From “Frozen”),2014-04-15,Post pop teen,222nc9tKxKhfZ2GBrOpwH3,pop,post-teen pop,0.526,0.489,5.0,-6.869,0.0,0.0321,0.548,0.0,0.132,0.35,136.807,224027.0,,2014.0
3gVaOBlP4CaRqfUttZ4Avd,Oh My Darling Don't Cry,Run The Jewels,1.0,2lPYlP4eumsjz6LBG8GCbG,Run the Jewels 2,2014-10-24,BALLARE - رقص,1CMvQ4Yr5DlYvYzI0Vc2UE,pop,post-teen pop,0.525,0.589,1.0,-7.125,1.0,0.296,0.0172,4.35e-06,0.485,0.323,104.608,204840.0,,2014.0
1lgN0A2Vki2FTON5PYq42m,Warriors,Imagine Dragons,68.0,6ecx4OFG0nlUMqAi9OXQER,Smoke + Mirrors (Deluxe),2015-10-30,Post-Teen Pop,6HprqD6WZMx5peClrxaprN,pop,post-teen pop,0.365,0.851,4.0,-6.238,0.0,0.065,0.0964,0.003,0.238,0.309,78.068,170067.0,,2015.0
4pbrp5dxpqjfaf4GiS6YuO,Eyes Wide Open,Sabrina Carpenter,57.0,55huyEjfSVsk9nnmmKp5df,Eyes Wide Open,2015-04-14,post teen pop,45AKTTGQEfYgAyidW5hucn,pop,post-teen pop,0.584,0.641,1.0,-6.637,1.0,0.0284,0.00435,1.22e-06,0.113,0.353,88.033,192720.0,,2015.0
3qRHCvn70YpVFFkx3lrAYf,Body on Me,Rita Ora,62.0,2mx2hlgAtxrXrWRnerdVGB,Body on Me,2015-08-07,Post pop teen,222nc9tKxKhfZ2GBrOpwH3,pop,post-teen pop,0.636,0.741,11.0,-5.436,0.0,0.041,0.0132,0.0,0.287,0.53,88.999,225218.0,,2015.0
6VrAgFXBbRX2PkT92lAoKK,Can't Help Falling in Love,Christian Leave,66.0,58g2PHmbpBfwmBU2SICdxc,Hope,2016-07-01,post teen pop,6rjxP7GQKoqqgoakzxl3PY,pop,post-teen pop,0.608,0.269,0.0,-7.201,1.0,0.0329,0.983,1.96e-06,0.337,0.389,126.372,135714.0,,2016.0
7hJCwbaLSp0cDraXG91oAW,Over That,Emily Vaughn,44.0,3AIHxvVK8pt0iv2rgAFT7f,Over That,2017-10-27,a taste of the mainstream,4gbXqmZDUFHqlaYjf4uVyS,pop,post-teen pop,0.805,0.429,6.0,-7.398,1.0,0.0512,0.222,2.2e-06,0.365,0.553,107.009,205371.0,,2017.0
4d2xzqxnNCEetIzMwRqhMK,La Bella y La Bestia,Bely Basarte,37.0,4SOrVF4WmQ9EGx9fVb74Vz,La Bella y la Bestia (Beauty and the Beast) [Banda Sonora Original en Castellano/Edición Deluxe],2017-03-17,Post teen pop,7jQHOrErpLMStcUUSavQWR,pop,post-teen pop,0.574,0.41,10.0,-8.7,1.0,0.0398,0.848,0.0,0.104,0.333,114.952,149000.0,,2017.0
2fZQIJew3nkNe99s2PKzul,Bad Liar,Selena Gomez,73.0,1iuzMKNzVo8HJ67eW32YMr,Bad Liar,2017-05-18,Post pop teen,222nc9tKxKhfZ2GBrOpwH3,pop,post-teen pop,0.965,0.414,1.0,-6.408,1.0,0.0713,0.189,0.0,0.0767,0.728,121.032,214648.0,,2017.0
7azo4rpSUh8nXgtonC6Pkq,Thriller,Michael Jackson,68.0,2X8UOIkZQdcz2Hi5Ynt2uk,Scream,2017-09-27,Dr. Q's Prescription Playlist💊,6jAPdgY9XmxC9cgkXAVmVv,pop,post-teen pop,0.764,0.887,11.0,-3.725,1.0,0.0738,0.0816,0.000108,0.847,0.721,118.421,358053.0,,2017.0
53xSIYBcFnltfPf6ZyQ4je,Heaven,The Neighbourhood,0.0,1xHCCotLePVxUhgxckUtLB,To Imagine - EP,2018-01-12,Pop Punk | Post-Hardcore,1YgWQAs1s77NzieIH4ARKn,pop,post-teen pop,0.555,0.712,2.0,-7.424,0.0,0.0357,0.0578,0.0045,0.128,0.288,150.012,205800.0,,2018.0
53HUxlAstNtpgKVU6VV2JL,American Spirit,Meg & Dia,14.0,0EeIcV1RSt8LNSnEpTIY2I,happysad,2019-07-26,a taste of the mainstream,4gbXqmZDUFHqlaYjf4uVyS,pop,post-teen pop,0.77,0.544,9.0,-8.727,1.0,0.0375,0.204,0.0129,0.059,0.504,111.97,221396.0,,2019.0
69XfuvMn6utux2Qd7uSyrA,Picture (In My Brain),Trynket,24.0,6dWzeIsOUc6SzKKIbZlvXa,Picture (In My Brain),2019-08-31,a taste of the mainstream,4gbXqmZDUFHqlaYjf4uVyS,pop,post-teen pop,0.594,0.618,0.0,-5.265,1.0,0.0664,0.645,0.0,0.112,0.368,149.978,202411.0,,2019.0
4cZ3UsiKd1kUQIaq4BFIj2,No One Compares To You,Jack & Jack,79.0,0mjAkDF5xXelx7EOUthdRk,A Good Friend Is Nice,2019-01-25,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.7,0.748,1.0,-6.044,1.0,0.0434,0.127,0.0,0.0941,0.631,111.939,182920.0,,2019.0
3CQqY9BxLZE6HmieR7fvNM,Adore You,Maisie Peters,64.0,1sbCW0I7rP05Zyru3gSyiH,"It's Your Bed Babe, It's Your Funeral",2019-10-04,a taste of the mainstream,4gbXqmZDUFHqlaYjf4uVyS,pop,post-teen pop,0.704,0.802,3.0,-5.382,1.0,0.17,0.398,0.0,0.0831,0.884,90.543,198280.0,,2019.0
7EGAB9F26KVQ6TQCy4G6eW,Gold Jacket,Sam Tsui,29.0,67Z4n9mlhlEnbyirTmm7bK,Gold Jacket,2019-09-06,a taste of the mainstream,4gbXqmZDUFHqlaYjf4uVyS,pop,post-teen pop,0.652,0.544,0.0,-9.811,1.0,0.0558,0.0633,0.409,0.223,0.252,129.932,266400.0,,2019.0
75ylrnob5O80WTKi9ugZ1Z,Problems,A R I Z O N A,72.0,1qnAzDoa24ZYCZDzmP74sL,ASYLUM,2019-10-11,a taste of the mainstream,4gbXqmZDUFHqlaYjf4uVyS,pop,post-teen pop,0.72,0.658,2.0,-7.414,1.0,0.0446,0.0329,0.0302,0.123,0.134,98.001,171898.0,,2019.0
7vJS1DPc3FzBtqBs8n3mW5,Bad To You (with Normani & Nicki Minaj),Ariana Grande,76.0,4NBuascXb3uK0mFUYuJ63f,Charlie's Angels (Original Motion Picture Soundtrack),2019-11-01,Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop,46Cl6dmeiylK6TRGXr7hHe,pop,post-teen pop,0.727,0.583,7.0,-7.385,0.0,0.0718,0.065,0.0,0.106,0.629,147.983,171840.0,,2019.0
06wxsDleir1dIlqeNv6m2M,You Said,Olmos,30.0,0m0mxxISM2gry81e9UtPY4,You Said,2019-09-20,a taste of the mainstream,4gbXqmZDUFHqlaYjf4uVyS,pop,post-teen pop,0.574,0.664,1.0,-6.229,1.0,0.274,0.169,0.0,0.211,0.543,74.946,195200.0,,2019.0
1F4d5gMbJu7JIINZUqRnS6,All I Do,ÊMIA,36.0,6KoUCGXDDOMKgNDVjzJrDF,All I Do,2019-03-29,a taste of the mainstream,4gbXqmZDUFHqlaYjf4uVyS,pop,post-teen pop,0.519,0.578,1.0,-8.776,0.0,0.192,0.49,6.15e-05,0.144,0.683,115.032,187256.0,,2019.0
0PG9fbaaHFHfre2gUVo7AN,Please Me,Cardi B,79.0,5a4sJJ3qjn6hqRsvm0Veso,Please Me,2019-02-15,Someone You Loved Lewis Capaldi (Pop Music Mix),6IErGHjBfhey8URq0mFnPi,pop,post-teen pop,0.747,0.57,1.0,-6.711,1.0,0.081,0.0642,0.0,0.0832,0.65,133.992,200890.0,,2019.0
0upLyFR8Rr52ZpMp5esQoq,You Really Got Me - 2015 Remaster,Van Halen,64.0,7DdEbYFPKTZ8KB4z6L4UnQ,Van Halen (Remastered),1978-02-10,Dr. Q's Prescription Playlist💊,6jAPdgY9XmxC9cgkXAVmVv,pop,post-teen pop,0.454,0.946,1.0,-5.978,0.0,0.13,0.0223,0.0,0.173,0.647,138.18,156147.0,,1978.0
0XIvZ82aDF7JiSi3ZE320u,Rock You Like A Hurricane,Scorpions,14.0,6d4dgGamepehj0WwsYXTKi,Love At First Sting,1984-05-04,Dr. Q's Prescription Playlist💊,6jAPdgY9XmxC9cgkXAVmVv,pop,post-teen pop,0.482,0.601,7.0,-12.846,1.0,0.0486,0.00853,0.000187,0.249,0.774,125.619,252493.0,,1984.0
2WfaOiMkCvy7F5fcp2zZ8L,Take on Me,a-ha,83.0,1ER3B6zev5JEAaqhnyyfbf,Hunting High and Low,1985-06-01,BALLARE - رقص,1CMvQ4Yr5DlYvYzI0Vc2UE,pop,post-teen pop,0.573,0.902,6.0,-7.638,0.0,0.054,0.018,0.00125,0.0928,0.876,84.412,225280.0,,1985.0
18ESXa5mEm1V4Pkt5GSXWx,Cherry Pie,Warrant,60.0,5TMMmKdys49eu6QSPC9sdB,Cherry Pie (Expanded Edition),1990-05-01,Dr. Q's Prescription Playlist💊,6jAPdgY9XmxC9cgkXAVmVv,pop,post-teen pop,0.407,0.955,2.0,-4.164,1.0,0.164,0.0251,0.0,0.347,0.508,177.48,201107.0,,1990.0
46RVKt5Edm1zl0rXhPJZxz,Down Under,Men At Work,73.0,6GYIy1SuhPDrugCZ5yNeQy,The Best Of Men At Work: Contraband,1996-02-01,Dr. Q's Prescription Playlist💊,6jAPdgY9XmxC9cgkXAVmVv,pop,post-teen pop,0.746,0.79,11.0,-4.7,0.0,0.0257,0.0485,0.0261,0.0534,0.891,107.231,220867.0,,1996.0
5QRAfvKPyQpwt897Jc0glg,Blue (Da Ba Dee) - Gabry Ponte Ice Pop Radio,Eiffel 65,64.0,3j90eFnVFEYzOVt024QCTf,Blue (Da Ba Dee),1998-11-11,BALLARE - رقص,1CMvQ4Yr5DlYvYzI0Vc2UE,pop,post-teen pop,0.822,0.969,7.0,-11.471,0.0,0.0582,0.259,0.000162,0.39,0.765,128.007,283748.0,,1998.0
3cfOd4CMv2snFaKAnMdnvK,All Star,Smash Mouth,79.0,2kyTLcEZe6nc1s6ve0zW9P,Astro Lounge,1999-01-01,Post pop teen,222nc9tKxKhfZ2GBrOpwH3,pop,post-teen pop,0.731,0.867,11.0,-5.881,1.0,0.032,0.0395,0.0,0.0861,0.776,104.019,200373.0,,1999.0
3FCto7hnn1shUyZL42YgfO,Piano Man,Billy Joel,70.0,7r36rel1M4gyBavfcJP6Yz,The Essential Billy Joel,2001-10-02,Dr. Q's Prescription Playlist💊,6jAPdgY9XmxC9cgkXAVmVv,pop,post-teen pop,0.334,0.472,0.0,-8.792,1.0,0.0277,0.6,3.77e-06,0.317,0.431,179.167,336093.0,,2001.0
5bPvKo7mH5ZETLSbdP1oHo,AM To PM,Christina Milian,54.0,7wToXNzrsnCiEbH1OGrDRW,Christina Milian,2001-01-01,BALLARE - رقص,1CMvQ4Yr5DlYvYzI0Vc2UE,pop,post-teen pop,0.87,0.876,0.0,-2.999,0.0,0.117,0.145,1.55e-05,0.841,0.861,104.985,231307.0,,2001.0
7Lf7oSEVdzZqTA0kEDSlS5,Cry Me a River,Justin Timberlake,74.0,6QPkyl04rXwTGlGlcYaRoW,Justified,2002-11-04,post teen pop,6rjxP7GQKoqqgoakzxl3PY,pop,post-teen pop,0.624,0.653,8.0,-6.582,0.0,0.176,0.575,0.0,0.104,0.565,73.884,288333.0,,2002.0
0zqY0ttERCqwSfgzfMWMNG,La Bella Y La Bestia,Marta Martorell,37.0,0aPzWk7Rcifu9jhI8cjZYP,La Bella y La Bestia (Edición Especial/Banda Sonora Original),2002-01-01,Post teen pop,7jQHOrErpLMStcUUSavQWR,pop,post-teen pop,0.225,0.0917,5.0,-20.384,0.0,0.0385,0.916,0.000914,0.153,0.152,86.34,163840.0,,2002.0
3ctoHckjyd13eBi2IDw2Ip,Seven Nation Army,The White Stripes,15.0,0VXcqDD3sHdOIGtO6oYv3d,Elephant,2003-04-01,Dr. Q's Prescription Playlist💊,6jAPdgY9XmxC9cgkXAVmVv,pop,post-teen pop,0.75,0.462,0.0,-7.664,1.0,0.0779,0.00576,0.545,0.307,0.309,123.865,231800.0,,2003.0
1D1nixOVWOxvNfWi0UD7VX,Unwritten,Natasha Bedingfield,76.0,1meis09isQJFDA65afUTt8,Unwritten,2004-08-30,"post-teen alternative, indie, pop (large variety)",1y42gwI5cuwjBslPyQNfqb,pop,post-teen pop,0.706,0.801,5.0,-6.333,1.0,0.0399,0.00577,0.0,0.0822,0.63,100.013,259333.0,,2004.0
4UuHWIkAWnN176A2rx7YFB,1985,Bowling For Soup,59.0,7JST4gPYSXFegyuk9nKFb0,A Hangover You Don't Deserve,2004-09-11,Pop Punk | Post-Hardcore,1YgWQAs1s77NzieIH4ARKn,pop,post-teen pop,0.607,0.878,4.0,-4.422,1.0,0.0665,0.000246,0.0,0.337,0.853,119.955,193000.0,,2004.0
4j2Z0fivH9kDUhqG69Z3Aa,The Great Escape,Boys Like Girls,51.0,4tdCKuu3ERLA39efuNmyfn,Boys Like Girls,2006-08-22,Pop Punk | Post-Hardcore,1YgWQAs1s77NzieIH4ARKn,pop,post-teen pop,0.423,0.94,1.0,-4.012,0.0,0.0635,0.00166,0.0,0.178,0.505,149.934,206520.0,,2006.0
6Z0F3Mqj7tq1CBZo5qMlUg,"The Best of Both Worlds - From ""Hannah Montana""/Soundtrack Version",Hannah Montana,58.0,0TyDqWrWHzuyFjjnKqDClu,Hannah Montana,2006-01-01,🤩🤪Post Teen Pop🤪🤩,6IT8LGpwLw3Pt2XnVUBN7j,pop,post-teen pop,0.676,0.861,1.0,-3.645,1.0,0.0501,0.0512,0.0,0.0613,0.681,124.031,174120.0,,2006.0
3K01q0jtSNHeqx5gs97HH2,Push It to the Limit,Corbin Bleu,50.0,6Q2jKaWXFHu1bbnXHQpYiz,Another Side,2007-01-01,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.815,0.906,5.0,-3.194,0.0,0.0561,0.0116,2.06e-06,0.0691,0.783,125.974,196960.0,,2007.0
1wF2QB0bAAYQdPUIn0L0VE,Outside Looking In,Jordan Pruitt,40.0,3ZN6vRXDZhoYf9Zdc5ubpE,No Ordinary Girl,2007-01-01,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.69,0.29,5.0,-6.544,1.0,0.0282,0.676,0.0,0.109,0.42,95.976,159467.0,,2007.0
6sDP4912wjwB7BJhbSnjS1,S.O.S.,Jonas Brothers,65.0,4myOCm6FzD9TMdK7Q0Nzx0,Jonas Brothers,2007-01-01,post teen pop,2ltt5ouiEO301o2jbxn30d,pop,post-teen pop,0.587,0.696,7.0,-3.836,1.0,0.0677,0.000728,0.0,0.184,0.701,137.087,153347.0,,2007.0
4EnwhEyuVrC1CgvSur5YL4,"Bet On It - From ""High School Musical 2""/Soundtrack Version",Troy,61.0,04Xde0FJSo4LVQ1GE36t49,High School Musical 2,2007-01-01,post teen pop,45AKTTGQEfYgAyidW5hucn,pop,post-teen pop,0.812,0.67,5.0,-6.385,0.0,0.0565,0.0218,0.0,0.0518,0.439,137.038,198320.0,,2007.0
1mea3bSkSGXuIRvnydlB5b,Viva La Vida,Coldplay,78.0,1CEODgTmTwLyabvwd7HBty,Viva La Vida or Death and All His Friends,2008-05-26,Dr. Q's Prescription Playlist💊,6jAPdgY9XmxC9cgkXAVmVv,pop,post-teen pop,0.485,0.619,5.0,-7.115,0.0,0.0289,0.0941,3.31e-06,0.109,0.416,138.017,242373.0,,2008.0
5ecZWU5uQOiCVSnPxBZNmT,7 Things - Single Version,Miley Cyrus,61.0,0Yu3czJNOQ68fZgkvpjuHL,Breakout,2008-01-01,post teen pop,45AKTTGQEfYgAyidW5hucn,pop,post-teen pop,0.59,0.903,1.0,-4.478,0.0,0.0363,0.0232,0.0,0.0786,0.542,107.023,213453.0,,2008.0
34ceTg8ChN5HjrqiIYCn9Q,Miss Independent,Ne-Yo,68.0,6dTn9vJSxVTIGm4Cu5dH4x,Year Of The Gentleman (Bonus Track Edition),2008-01-01,Post-teen pop,2KyjkYsSsC1UR75b0m98vd,pop,post-teen pop,0.673,0.683,1.0,-5.693,1.0,0.115,0.522,0.0,0.235,0.713,171.86,232000.0,,2008.0
36JWGQRW85mJYLXvnryEzL,Day 'N' Nite,Kid Cudi,50.0,30vOqlZtQShuOOf82gzql2,Day 'n Nite,2008-01-01,post teen pop,6rjxP7GQKoqqgoakzxl3PY,pop,post-teen pop,0.781,0.738,11.0,-5.579,0.0,0.0562,0.141,0.00243,0.093,0.968,130.008,162387.0,,2008.0
0M9VqYG0wVun054JIdwFO8,La La Land,Demi Lovato,59.0,0X4XyC6gwsBtEO2iJlSJgw,Don't Forget,2008-01-01,post teen pop,2ltt5ouiEO301o2jbxn30d,pop,post-teen pop,0.467,0.919,6.0,-2.255,0.0,0.069,0.0149,0.0,0.0193,0.706,169.987,196467.0,,2008.0
6FaHStqRlwqJc2mxeEuFog,That's What She Said,The Friday Night Boys,25.0,6tZKYGG1ZkBIAjqZTUSTlB,That's What She Said EP,2008-10-13,Pop Punk | Post-Hardcore,1YgWQAs1s77NzieIH4ARKn,pop,post-teen pop,0.518,0.957,1.0,-4.352,1.0,0.209,0.02,0.0,0.0893,0.608,158.01,190291.0,,2008.0
6YXG34IWbilypPwjBTOrUC,Can I Have This Dance - Original Version,High School Musical Cast,67.0,6j8k5gIeWzXapGKTVaZzER,High School Musical 3: Senior Year,2008-01-01,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.555,0.619,0.0,-5.246,1.0,0.0296,0.203,0.0,0.265,0.426,136.069,243773.0,,2008.0
3E7dfMvvCLUddWissuqMwr,Party In The U.S.A.,Miley Cyrus,78.0,0IuHVgAvbNDJnJepuSZ8Oz,The Time Of Our Lives (International Version),2009-01-01,Post pop teen,222nc9tKxKhfZ2GBrOpwH3,pop,post-teen pop,0.652,0.698,10.0,-4.667,0.0,0.042,0.00112,0.000115,0.0886,0.47,96.021,202067.0,,2009.0
0tBRo4P60DgKmg4jt48upm,Bumpy Ride,Mohombi,7.0,2i1sUf4TQEx2aR8a3jF68V,Bumpy Ride,2010-01-01,BALLARE - رقص,1CMvQ4Yr5DlYvYzI0Vc2UE,pop,post-teen pop,0.709,0.854,0.0,-4.447,0.0,0.0399,0.047,0.0,0.0724,0.826,105.074,224402.0,,2010.0
17tDv8WA8IhqE8qzuQn707,My First Kiss - feat. Ke$ha,3OH!3,61.0,1W9toxqtPfieKk6cft0f7R,Streets Of Gold,2010-06-25,Post-teen pop,2KyjkYsSsC1UR75b0m98vd,pop,post-teen pop,0.682,0.889,0.0,-4.166,1.0,0.0804,0.00564,0.0,0.36,0.827,138.021,192440.0,,2010.0
6epn3r7S14KUqlReYr77hA,Baby,Justin Bieber,76.0,3BmcYMh0KYsimWL6p2gPa9,My World 2.0,2010-01-01,🤩🤪Post Teen Pop🤪🤩,6IT8LGpwLw3Pt2XnVUBN7j,pop,post-teen pop,0.728,0.86,5.0,-5.237,0.0,0.137,0.0401,0.0,0.111,0.535,65.043,214240.0,,2010.0
2a1o6ZejUi8U3wzzOtCOYw,Danza Kuduro,Don Omar,75.0,6mGDfbDErYIJsmSewvccWm,Meet The Orphans,2010-01-01,post teen pop,6rjxP7GQKoqqgoakzxl3PY,pop,post-teen pop,0.4,0.915,0.0,-4.89,1.0,0.28,0.0846,0.0,0.0503,0.878,88.917,198773.0,,2010.0
5PGUEbAkoTqUp5aUysRQJe,Montrose,Man Overboard,0.0,4Se1DHVIvWEm96jTcxa7oJ,Real Talk,2010-06-23,Pop Punk | Post-Hardcore,1YgWQAs1s77NzieIH4ARKn,pop,post-teen pop,0.491,0.956,5.0,-4.666,0.0,0.0686,0.00261,0.0,0.152,0.426,130.016,173480.0,,2010.0
7M68YTelBnT9P1eO1idOOs,Blame It On Waylon,Josh Thompson,58.0,3Ba07fAhwq2tLy6CrJYnNq,Way Out Here,2010-02-22,Dr. Q's Prescription Playlist💊,6jAPdgY9XmxC9cgkXAVmVv,pop,post-teen pop,0.653,0.826,2.0,-5.352,1.0,0.0315,0.0353,0.0,0.193,0.669,122.055,212648.0,,2010.0
4HlFJV71xXKIGcU3kRyttv,"Hey, Soul Sister",Train,82.0,1CwXS6MAz8Wo7K4TzW9iuR,"Save Me, San Francisco (Golden Gate Edition)",2010-12-01,post teen pop,2ltt5ouiEO301o2jbxn30d,pop,post-teen pop,0.673,0.886,1.0,-4.44,0.0,0.0431,0.185,0.0,0.0826,0.795,97.012,216773.0,,2010.0
7mitXLIMCflkhZiD34uEQI,Party Rock Anthem,LMFAO,71.0,0D49RvtlLCKyxeDKDnBU2R,Sorry For Party Rocking,2011-01-01,post teen pop,6rjxP7GQKoqqgoakzxl3PY,pop,post-teen pop,0.751,0.736,5.0,-4.168,0.0,0.156,0.0206,0.0,0.265,0.352,130.014,262147.0,,2011.0
6lanRgr6wXibZr8KgzXxBl,A Thousand Years,Christina Perri,79.0,15yvc643iYfQtb6zh9NEJo,A Thousand Years,2011-10-18,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.421,0.407,10.0,-7.445,1.0,0.0267,0.309,0.000961,0.11,0.161,139.028,285120.0,,2011.0
5zTzDqrEmseqL2G8ElgBu7,What the Hell,Avril Lavigne,14.0,3SUtKkjatUCubbgOC8OP4o,Goodbye Lullaby,2011-03-04,🤩🤪Post Teen Pop🤪🤩,6IT8LGpwLw3Pt2XnVUBN7j,pop,post-teen pop,0.571,0.932,6.0,-3.68,0.0,0.0576,0.00448,0.00939,0.117,0.864,150.014,220627.0,,2011.0
3BiCACahsj2ast2ni4X8Iy,Picture Perfect,Man Overboard,16.0,6SvQETFZZc2gHuMe58jIZG,Man Overboard,2011-09-26,Pop Punk | Post-Hardcore,1YgWQAs1s77NzieIH4ARKn,pop,post-teen pop,0.485,0.808,6.0,-4.559,1.0,0.0592,0.000335,0.0,0.135,0.475,136.062,184107.0,,2011.0
5M7OvJqw8FvIr4jLJLwCi1,When You See My Friends,Mayday Parade,44.0,5ioUIvpedCZXXXPE1zvsoV,Mayday Parade (Deluxe Edition),2011-10-03,Pop Punk | Post-Hardcore,1YgWQAs1s77NzieIH4ARKn,pop,post-teen pop,0.228,0.753,1.0,-4.132,1.0,0.037,0.00149,0.0,0.108,0.291,170.878,214573.0,,2011.0
72C7aUQECOhNtnD0AC36ua,They Don't Know About Us,One Direction,77.0,5SxEsi1PNyo1XfEKDYcFKF,Take Me Home: Yearbook Edition,2012-11-09,post teen pop,6rjxP7GQKoqqgoakzxl3PY,pop,post-teen pop,0.512,0.754,0.0,-6.031,1.0,0.055,0.135,0.0,0.0881,0.336,147.89,201693.0,,2012.0
1z9kQ14XBSN0r2v6fx4IdG,Diamonds,Rihanna,66.0,0T23GvNaBUGtMKxZko8LQG,Unapologetic (Edited Version),2012-01-01,Post-teen pop,2KyjkYsSsC1UR75b0m98vd,pop,post-teen pop,0.564,0.71,11.0,-4.92,0.0,0.0461,0.00125,0.0,0.109,0.393,91.972,225147.0,,2012.0
3bC1ahPIYt1btJzSSEyyrF,Whistle,Flo Rida,76.0,7eLwoxxWs6lfkVYJGkGNbk,Wild Ones,2012-06-22,post teen pop,6rjxP7GQKoqqgoakzxl3PY,pop,post-teen pop,0.747,0.937,0.0,-5.746,1.0,0.0453,0.0208,0.0,0.29,0.739,103.976,224653.0,,2012.0
455AfCsOhhLPRc68sE01D8,Last Friday Night (T.G.I.F.),Katy Perry,74.0,5BvgP623rtvlc0HDcpzquz,Katy Perry - Teenage Dream: The Complete Confection,2012-03-12,🤩🤪Post Teen Pop🤪🤩,6IT8LGpwLw3Pt2XnVUBN7j,pop,post-teen pop,0.649,0.815,3.0,-3.796,0.0,0.0415,0.00125,4.31e-05,0.671,0.765,126.03,230747.0,,2012.0
